Defina uma numero ímpar para ser o K:Defina uma numero ímpar para ser o K:Conjunto Treinado: 12700
Conjunto de Teste: 6319

Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: h || valor real: g -> ERROU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: g -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: g || valor real: h -> ERROU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
Valor obtido: h || valor real: h -> ACERTOU
